LTR,Date,expNo1,expNo2,Min,Sec,EStmInt,EStmDrtn,Supra,Laser,illmDrtn,illmHz,MSillmInt,AD,RS,WDS,ADDrtn,HPCDrtn,CtxDrtn,recAD,recGS
93,181005,1,1,0,30,80,2,1,0,30,1,45,1,5,0,5.4496,63.8264,34.9984,,
93,181005,1,1,32,0,80,2,1,1,30,1,45,1,5,0,6.3216,73.0096,57.7688,,
93,181005,1,1,63,30,75,2,1,0,30,1,45,1,5,0,9.152,59.304,30.2832,,
93,181005,1,1,94,30,75,2,1,1,30,1,45,1,5,0,8.8152,60.5136,46.3816,,
93,181005,1,1,125,30,70,2,1,0,30,1,45,1,5,0,8.5608,73.9328,34.8616,,
93,181005,1,1,156,30,70,2,1,1,30,1,45,1,5,0,8.0808,66.4616,53.1376,,
93,181005,1,1,211,30,65,2,1,0,30,1,45,1,5,0,10.5296,70.5616,52.5832,,
93,181005,1,1,243,0,65,2,1,1,30,1,45,1,4,0,13.6944,85.5096,46.568,,
93,181005,1,1,353,30,65,2,1,0,30,8,45,1,4,0,0,6.524,0,,
93,181005,1,1,385,0,65,2,1,1,30,8,45,1,5,0,17.6768,73.4152,40.3368,,
93,181005,1,1,417,30,65,2,0,0,30,8,45,0,0,0,0.8304,2.0176,3.4656,,
93,181005,1,1,420,30,65,2,0,1,30,8,45,0,0,0,0,0,0,,
93,181005,1,1,426,30,75,2,0,0,30,20,45,0,0,0,0,0,0,,
93,181005,1,1,433,0,75,2,0,1,30,20,45,0,0,0,0,0,0,,
93,181005,1,1,440,0,80,2,0,0,30,20,45,0,0,0,0,0,0,,
93,181005,1,1,447,30,80,2,0,1,30,20,45,0,0,0,0,0,0,,
93,181005,1,2,0,30,150,2,1,0,30,8,45,1,1,0,1.0216,23.044,2.9064,,
93,181005,1,2,16,30,150,2,1,1,30,8,45,1,1,2,1.3592,68.3704,22.528,,
93,181005,1,2,32,30,150,2,1,0,30,8,45,1,5,0,15.4792,56.6488,33.2648,,
93,181005,1,2,64,0,150,2,1,1,30,8,45,1,1,0,0,16.8024,0,,
93,181005,1,2,79,30,175,2,1,0,30,20,45,1,1,0,0,19.412,0,,
93,181005,1,2,95,30,175,2,1,1,30,20,45,1,1,0,0,14.6792,0,,
93,181005,1,2,112,30,200,2,1,0,30,20,45,1,1,0,0,22.632,0,,
93,181005,1,2,128,0,200,2,1,1,30,20,45,1,1,0,45.9536,76.5888,19.1304,,
93,181006,1,1,0,30,80,2,1,0,30,20,45,1,5,0,9.6904,58.48,38.0968,,
93,181006,1,1,31,30,80,2,1,1,30,20,45,1,5,0,11.1496,70.5536,27.2496,,
93,181006,1,1,63,30,75,2,1,0,30,8,45,1,1,0,0,1.1072,0,,
93,181006,1,1,79,30,75,2,1,1,30,8,45,1,5,0,12.06,57.7416,30.5624,,
93,181006,1,1,147,30,70,2,1,0,30,8,45,1,5,0,0,66.3232,35.444,,
93,181006,1,1,179,30,70,2,1,1,30,8,45,1,1,0,0,1.5736,5.88,,
93,181006,1,1,279,30,70,2,1,0,30,20,45,1,1,0,0.8472,7.532,5.1808,,
93,181006,1,1,294,30,70,2,1,1,30,20,45,1,5,0,0.152,66.284,22.1616,,
93,181006,1,1,325,30,70,2,1,0,30,8,45,1,1,0,0,3.764,7.2256,,
93,181006,1,1,341,30,70,2,1,1,30,8,45,1,1,0,0,0,3.6512,,
93,181006,1,1,388,30,100,2,1,0,30,1,45,1,1,0,1.1496,3.6008,1.0712,,
93,181006,1,1,404,0,100,2,1,1,30,1,45,1,1,0,1.3016,8.8552,2.6688,,
93,181007,1,1,0,30,20,2,0,0,30,1,45,0,0,0,0,0,0,,
93,181007,1,1,6,30,20,2,0,1,30,1,45,0,0,0,0,0,0,,
93,181007,1,1,12,30,25,2,0,0,30,8,45,0,0,0,0,0,0,,
93,181007,1,1,18,30,25,2,0,1,30,8,45,0,0,0,0,0,0,,
93,181007,1,1,24,30,30,2,0,0,30,20,45,0,0,0,0,0,0,,
93,181007,1,1,30,30,30,2,0,1,30,20,45,0,0,0,0,0,0,,
93,181007,1,1,36,30,35,2,0,0,30,1,45,0,0,0,0,0,0,,
93,181007,1,1,42,0,35,2,0,1,30,1,45,0,0,0,0,0,0,,
93,181007,1,1,48,0,40,2,0,0,30,8,45,0,0,0,0,0,0,,
93,181007,1,1,53,30,40,2,0,1,30,8,45,0,0,0,0,0,0,,
93,181007,1,1,59,30,45,2,0,0,30,20,45,0,0,0,0,0,0,,
93,181007,1,1,65,30,45,2,0,1,30,20,45,0,0,0,0,0,0,,
93,181007,1,1,71,30,50,2,0,0,30,1,45,0,0,0,0,0,0,,
93,181007,1,1,77,30,50,2,0,1,30,1,45,0,0,0,0,0,0,,
93,181007,1,1,83,0,55,2,0,0,30,8,45,0,0,0,0,0,0,,
93,181007,1,1,89,0,55,2,0,1,30,8,45,0,0,0,0,0,0,,
93,181007,1,1,95,0,60,2,0,0,30,20,45,0,0,0,0,0,0,,
93,181007,1,1,100,30,60,2,0,1,30,20,45,0,0,0,0,0,0,,
93,181007,1,1,106,30,65,2,0,0,30,1,45,0,0,0,0,0,0,,
93,181007,1,1,113,0,65,2,0,1,30,1,45,0,0,0,0,0,0,,
93,181007,1,1,119,30,70,2,0,0,30,8,45,0,0,2,0,0,0,,
93,181007,1,1,126,0,70,2,0,1,30,8,45,0,0,0,0,0,0,,
93,181007,1,1,132,0,75,2,0,0,30,20,45,0,0,0,0,0,0,,
93,181007,1,1,138,0,75,2,0,1,30,20,45,0,0,0,0,0,0,,
93,181007,1,2,0,30,80,2,0,0,30,1,45,1,1,0,0,0,0,,
93,181007,1,2,16,30,80,2,0,1,30,1,45,1,1,0,0,0,0,,
93,181007,1,2,33,0,80,2,0,0,30,8,45,1,1,0,0,0,0,,
93,181007,1,2,49,0,80,2,0,1,30,8,45,0,0,0,0,0,0,,
93,181007,1,2,55,30,80,2,0,0,30,20,45,1,1,0,0,0,0,,
93,181007,1,2,71,30,80,2,0,1,30,20,45,0,0,0,0,0,0,,
93,181007,1,2,77,0,80,2,0,0,30,1,45,1,3,0,0,0,0,,
93,181007,1,2,93,30,80,2,0,1,30,1,45,0,0,0,0,0,0,,
93,181007,1,2,99,0,80,2,0,0,30,8,45,1,1,0,0,0,0,,
93,181007,1,2,115,0,80,2,0,1,30,8,45,1,1,0,0,0,0,,
93,181007,1,2,130,30,80,2,0,0,30,20,45,1,1,4,0,0,0,,
93,181007,1,2,146,30,80,2,0,1,30,20,45,1,1,0,2.3304,2.2544,4.16,,
93,181012,1,1,0,30,70,2,0,0,30,1,45,1,5,0,12.6776,0,7.7,,
93,181012,1,1,31,30,70,2,0,1,30,1,45,1,5,0,10.88,3.6752,16.284,,
93,181012,1,1,62,30,45,2,0,0,30,8,45,0,0,0,0,0,0,,
93,181012,1,1,68,0,45,2,0,1,30,8,45,0,0,0,0,0,0,,
93,181012,1,1,73,30,50,2,0,0,30,20,45,0,0,0,0,0,0,,
93,181012,1,1,79,0,50,2,0,1,30,20,45,0,0,0,0,0,0,,
93,181012,1,1,85,0,55,2,0,0,30,1,45,0,0,0,0,0,25.9104,,
93,181012,1,1,90,30,55,2,0,1,30,1,45,0,0,0,0,0,0,,
93,181012,1,1,103,30,60,2,0,0,30,8,45,0,0,0,0,0,0,,
93,181012,1,1,114,30,60,2,0,1,30,8,45,0,0,0,0,0,1.768,,
93,181012,1,1,127,0,65,2,0,0,30,20,45,1,5,0,13.9384,7.7328,15.6048,,
93,181012,1,1,158,30,65,2,0,1,30,20,45,1,5,0,15.716,23.2112,25.3368,,
93,181012,1,1,190,0,55,2,0,0,30,1,45,1,1,0,0,0,5.028,,
93,181012,1,1,206,30,55,2,0,1,30,1,45,1,1,0,0,0,4.492,,
93,181012,1,1,222,30,50,2,0,0,30,8,45,0,0,0,0,0,0,,
93,181012,1,1,228,0,50,2,0,1,30,8,45,0,0,0,0,0,0,,
93,181012,1,1,234,0,50,2,0,0,30,20,45,0,0,0,0,0,0,,
93,181012,1,1,239,30,50,2,0,1,30,20,45,0,0,0,0,0,0,,
93,181013,1,1,0,40,50,2,0,0,30,1,45,1,5,0,8.5464,34.4016,27.5784,,
93,181013,1,1,32,0,50,2,0,1,30,1,45,1,5,0,11.5144,56.3,43.372,,
93,181013,1,1,63,30,40,2,0,0,30,8,45,1,4,0,13.2576,76.3592,41.4512,,
93,181013,1,1,95,0,40,2,0,1,30,8,45,1,5,0,8.2832,68.7472,53.9552,,
93,181013,1,1,127,0,20,2,0,0,30,20,45,0,0,0,0,0,0,,
93,181013,1,1,132,30,20,2,0,1,30,20,45,0,0,0,0,0,0,,
93,181013,1,1,138,0,30,2,0,0,30,1,45,0,0,0,0,0,0,,
93,181013,1,1,143,30,30,2,0,1,30,1,45,0,0,0,0,0,0,,
93,181013,1,2,0,30,30,2,0,0,30,8,45,0,0,0,0,0,0,,
93,181013,1,2,6,0,30,2,0,1,30,8,45,0,0,0,0,0,0,,
93,181013,1,2,11,30,35,2,0,0,30,20,45,0,0,0,0,0,0,,
93,181013,1,2,19,0,35,2,0,1,30,20,45,0,0,0,0,0,0,,
93,181013,1,2,24,30,40,2,0,0,30,1,45,0,0,0,0,0,0,,
93,181013,1,2,30,0,40,2,0,1,30,1,45,0,0,0,0,0,0,,
93,181013,1,2,35,30,45,2,0,0,30,8,45,1,5,0,8.1304,67.1288,47.8816,,
93,181013,1,2,68,0,45,2,0,1,30,8,45,0,0,0,0,0,0,,
93,181013,1,2,74,0,35,2,0,0,30,20,45,1,1,0,0,0,2.0496,,
93,181013,1,2,80,0,35,2,0,1,30,20,45,0,0,0,0,0,0,,
106,190618,2,2,3,0,50,2,1,0,30,20,45,1,4,2,47.7608,47.368,8.6544,,
106,190618,2,2,35,30,50,2,1,1,30,20,45,1,5,0,2.6656,35.4576,58.2,,
106,190618,2,2,67,45,50,2,1,0,30,8,45,1,5,0,8.4824,49.3048,32.9104,,
106,190618,2,2,99,40,50,2,1,1,30,8,45,1,5,0,7.0008,58.904,46.508,,
106,190618,2,2,131,30,50,2,1,0,30,1,45,1,5,0,7.9168,99.108,44.6736,,
106,190618,2,2,175,0,50,2,1,1,30,1,45,1,5,0,7.2168,111.764,67.5568,,
106,190618,2,2,209,0,50,2,1,0,30,1,45,1,5,3,7.4736,74.692,36.224,,
106,190618,2,2,243,0,50,2,1,1,30,1,45,1,5,0,6.9576,87.0344,69.0536,,
106,190618,2,2,279,0,50,2,1,0,30,8,45,1,5,0,3.5808,32.6152,29.3768,,
106,190618,2,2,309,0,50,2,1,1,30,8,45,1,5,2,9.0808,88.0272,74.3352,,
106,190618,2,2,340,0,50,2,1,0,30,20,45,1,2,0,3.14,4.7696,4.556,,
106,190618,2,2,372,0,50,2,1,1,30,20,45,1,5,0,12.0672,73.5752,45.6688,,
107,190618,2,2,3,0,100,2,1,1,30,20,45,1,3,2,12.0384,33.1184,5.7712,,
107,190618,2,2,35,30,100,2,1,0,30,20,45,1,5,1,4.2552,42.3056,37.6576,,
107,190618,2,2,67,45,100,2,1,1,30,8,45,1,5,0,5.2048,51.516,46.088,,
107,190618,2,2,99,40,100,2,1,0,30,8,45,1,5,1,4.464,48.0384,44.9608,,
107,190618,2,2,131,30,100,2,1,1,30,1,45,1,5,0,5.5592,126.4824,77.9328,,
107,190618,2,2,175,0,100,2,1,0,30,1,45,1,5,0,15.4464,85.1072,58.8864,,
107,190618,2,2,209,0,100,2,1,1,30,1,45,1,5,2,6.6016,38.7936,38.868,,
107,190618,2,2,243,0,100,2,1,0,30,1,45,1,5,0,9.1872,69.8736,64.4336,,
107,190618,2,2,279,0,100,2,1,1,30,8,45,1,5,0,9.024,45.6832,40.9736,,
107,190618,2,2,309,0,100,2,1,0,30,8,45,1,5,2,7.3064,103.6048,72.136,,
107,190618,2,2,340,0,100,2,1,1,30,20,45,1,3,0,9.8456,34.9816,25.5768,,
107,190618,2,2,372,0,100,2,1,0,30,20,45,1,5,0,9.7824,91.2848,73.3624,,
106,190619,1,2,1,0,50,2,1,0,30,1,45,1,5,2,0,67.0616,0,,
106,190619,1,2,35,0,50,2,1,1,30,1,45,1,5,0,7.624,23.9536,15.7968,,
106,190619,1,2,143,0,50,2,1,0,30,8,45,1,5,0,8.3824,141.5304,25.1424,,
106,190619,1,2,198,0,50,2,1,1,30,8,45,1,5,1,6.9624,86.4824,29.344,,
106,190619,1,2,228,30,50,2,1,0,30,20,45,1,5,0,10.3304,51,31.9312,,
106,190619,1,2,260,0,50,2,1,1,30,20,45,1,5,1,9.7376,68.0912,32.0008,,
106,190619,1,2,292,40,50,2,1,0,30,20,45,1,5,0,10.668,53.952,32.0728,,
106,190619,1,2,324,0,50,2,1,1,30,20,45,1,5,0,14.2528,56.6976,34.8272,,
106,190619,1,2,357,30,50,2,1,0,30,8,45,1,4,2,12.2504,64.1296,56.2824,,
106,190619,1,2,386,10,50,2,1,1,30,8,45,1,4,0,0,8.1944,0,,
106,190619,1,2,415,0,50,2,1,0,30,1,45,1,5,2,10.5744,57.6624,33.752,,
106,190619,1,2,443,0,50,2,1,1,30,1,45,1,3,0,0,5.2656,0,,
107,190619,1,2,1,0,100,2,1,1,30,1,45,1,2,0,9.8624,50.16,6.8712,,
107,190619,1,2,35,0,100,2,1,0,30,1,45,1,5,1,4.5,36.3976,29.0616,,
107,190619,1,2,143,0,100,2,1,1,30,8,45,1,3,0,11.5136,46.4264,3.7104,,
107,190619,1,2,198,0,100,2,1,0,30,8,45,1,5,1,6.6512,37.0088,30.476,,
107,190619,1,2,228,30,100,2,1,1,30,20,45,1,5,1,4.924,47.8344,43.2312,,
107,190619,1,2,260,0,100,2,1,0,30,20,45,1,5,0,7.3272,57.5056,39.6544,,
107,190619,1,2,292,40,100,2,1,1,30,20,45,1,5,0,21.104,65.108,41.8744,,
107,190619,1,2,324,0,100,2,1,0,30,20,45,1,4,0,12.0032,42.4328,36.5992,,
107,190619,1,2,357,30,100,2,1,1,30,8,45,1,4,0,10.6848,50.1056,40.2936,,
107,190619,1,2,386,10,100,2,1,0,30,8,45,1,5,0,28.288,69.352,35.072,,
107,190619,1,2,415,0,100,2,1,1,30,1,45,1,5,0,8.624,50.6224,44.0864,,
107,190619,1,2,443,0,100,2,1,0,30,1,45,1,3,0,34.4248,58.2472,21.4624,,
106,190620,2,2,0,30,10,2,0,0,30,1,30,0,0,0,0,0,0,,
106,190620,2,2,8,10,10,2,0,1,30,1,30,0,0,0,0,0,0,,
106,190620,2,2,15,30,10,2,0,0,30,8,30,0,0,0,0,0,0,,
106,190620,2,2,21,40,10,2,0,1,30,8,30,0,0,0,0,0,0,,
106,190620,2,2,29,0,10,2,0,0,30,20,30,0,0,0,0,0,0,,
106,190620,2,2,35,30,10,2,0,1,30,20,30,0,0,0,0,0,0,,
106,190620,2,2,46,30,15,2,0,0,30,20,30,0,1,0,0,0,0,,
106,190620,2,2,61,0,15,2,0,1,30,20,30,0,0,0,0,0,0,,
106,190620,2,2,69,30,15,2,0,0,30,8,30,0,0,0,0,0,0,,
106,190620,2,2,85,40,15,2,0,1,30,8,30,0,0,0,0,0,0,,
106,190620,2,2,91,30,15,2,0,0,30,1,30,0,0,0,0,0,0,,
106,190620,2,2,98,50,15,2,0,1,30,1,30,0,0,0,0,0,0,,
106,190620,2,2,106,20,20,2,0,0,30,1,30,0,0,0,0,0,0,,
106,190620,2,2,113,0,20,2,0,1,30,1,30,0,0,0,0,0,0,,
106,190620,2,2,119,30,20,2,0,0,30,8,30,0,0,0,0,0,0,,
106,190620,2,2,125,20,20,2,0,1,30,8,30,0,0,0,0,0,0,,
106,190620,2,2,131,0,20,2,0,0,30,20,30,0,0,0,0,0,0,,
106,190620,2,2,145,20,20,2,0,1,30,20,30,0,0,0,0,0,0,,
107,190620,2,2,0,30,20,2,0,1,30,1,30,0,0,0,0,0,0,,
107,190620,2,2,8,10,20,2,0,0,30,1,30,0,0,0,0,0,0,,
107,190620,2,2,15,30,20,2,0,1,30,8,30,0,0,0,0,0,0,,
107,190620,2,2,21,40,20,2,0,0,30,8,30,0,0,0,0,0,0,,
107,190620,2,2,29,0,20,2,0,1,30,20,30,0,0,0,0,0,0,,
107,190620,2,2,35,30,20,2,0,0,30,20,30,0,0,0,0,0,0,,
107,190620,2,2,46,30,25,2,0,1,30,20,30,0,0,0,0,0,0,,
107,190620,2,2,61,0,25,2,0,0,30,20,30,0,0,0,0,0,0,,
107,190620,2,2,69,30,25,2,0,1,30,8,30,0,0,0,0,0,0,,
107,190620,2,2,85,40,25,2,0,0,30,8,30,0,0,0,0,0,0,,
107,190620,2,2,91,30,25,2,0,1,30,1,30,0,1,0,0,0,0,,
107,190620,2,2,98,50,25,2,0,0,30,1,30,0,0,0,0,0,0,,
107,190620,2,2,106,20,30,2,0,1,30,1,30,0,0,0,0,0,0,,
107,190620,2,2,113,0,30,2,0,0,30,1,30,0,0,0,0,0,0,,
107,190620,2,2,119,30,30,2,0,1,30,8,30,0,0,0,0,0,0,,
107,190620,2,2,125,20,30,2,0,0,30,8,30,0,0,0,0,0,0,,
107,190620,2,2,131,0,30,2,0,1,30,20,30,0,0,0,0,0,0,,
107,190620,2,2,145,20,30,2,0,0,30,20,30,0,0,0,0,0,0,,
